Claim_ID,Damage_Category,Sub_Detail,Property_Type,Region,US_State,Distance_From_Listing_M,Num_Guests,Children_Present,Elderly_Only_Group,Party_Flag,Pet_Present,Pet_Caused_Damage,Guest_Claim,Evidence_Available,Evidence_Type_Reviewed,Reporting_Delay_Hours,Reporting_Window_Status,Item_Age_Years,Depreciation_Applicable,Depreciation_Pct_Applied,Date_Reported,Date_Resolved,Resolution_Days,Estimated_Damage_USD,Outcome,Resolution_Type,Decision_Basis,Amount_Charged_to_Guest_USD,AirCover_Host_Reimbursement_USD
ACH-0362,Scratch Damage,Minor Scratch,Condo,North America - Canada,,12.6,6,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,74,Within Window - Days 3-7,0,N/A,0,2024-08-07,2024-08-10,3,548.43,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0363,Deep Cleaning Required,,Cabin,North America - US,WA,89.6,4,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,40,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-12,2024-09-14,2,269.85,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0364,Missing Item,,Cabin,Asia Pacific,,91.8,1,No,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,157,Within Window - Days 3-7,7.4,Yes,0.8,2024-01-27,2024-01-29,2,1587.73,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),317.55,317.55
ACH-0365,Carpet/Flooring Damage,,Villa,North America - US,NY,55.6,5,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,40,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-01,2024-04-03,2,2551.42,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,2551.42,2551.42
ACH-0366,Carpet/Flooring Damage,,Apartment,North America - Canada,,5.8,4,Yes,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,420,Outside 14-Day Window (Rejected),0,N/A,0,2024-02-01,2024-02-05,4,1742.91,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0367,Pet Damage,,Apartment,Europe - UK,,14.9,6,No,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,94,Within Window - Days 3-7,0,N/A,0,2024-01-11,2024-01-19,8,1161.86,Charged,Reimbursement,Standard Liability Review - Reported Within 7 Days,1161.86,1161.86
ACH-0368,Linen/Bedding Stain,Blood Stain (hard to remove),Villa,North America - US,AZ,12.6,1,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,151,Within Window - Days 3-7,0,N/A,0,2023-09-26,2023-10-03,7,136.91,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,136.91,136.91
ACH-0369,Pet Damage,,Villa,Europe - EU,,32.7,7,No,No,No,Yes,Yes,Pre-existing condition,No,No photo/video evidence,15,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-07,2023-12-10,3,547.74,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0370,Electronics Damage,,House,North America - US,CA,11.6,4,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),69,Within Window - Days 3-7,6.2,Yes,0.744,2023-09-29,2023-09-30,1,1393.86,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0371,Deep Cleaning Required,,House,Australia/NZ,,14.0,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,275,Within Window - Days 8-14,0,N/A,0,2024-03-29,2024-03-31,2,327.46,Waived,N/A,"Late Reporting (8-14 Days) - Weaker Host Claim, Still Within Window",0,0
ACH-0372,Furniture Damage,,Condo,North America - Canada,,4.6,6,No,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,21,Within Window - 48 Hrs or Less,0.7,Yes,0.084,2024-01-11,2024-01-14,3,2624.01,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0373,Scratch Damage,Major Scratch (Affects Aesthetics),Apartment,North America - Canada,,3.1,2,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,162,Within Window - Days 3-7,0,N/A,0,2024-06-28,2024-07-16,18,305.05,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",305.05,305.05
ACH-0374,Scratch Damage,Minor Scratch,Condo,North America - US,TX,17.2,7,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,9,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-08,2023-09-20,12,327.76,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0375,Scratch Damage,Minor Scratch,Condo,Asia Pacific,,76.3,4,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,23,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-31,2023-09-02,2,755.5,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0376,Linen/Bedding Stain,Blood Stain (hard to remove),Apartment,Europe - UK,,16.8,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-10,2023-11-12,2,303.94,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0377,Appliance Damage,,House,Europe - EU,,6.2,3,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,3,Within Window - 48 Hrs or Less,2.6,Yes,0.312,2024-07-14,2024-07-18,4,1045.1,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0378,Appliance Damage,,House,Australia/NZ,,127.3,5,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,147,Within Window - Days 3-7,2.7,Yes,0.324,2024-07-02,2024-07-16,14,672.9,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0379,Deep Cleaning Required,,Villa,North America - Canada,,15.1,6,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,17,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-24,2024-06-05,12,311.22,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0380,Linen/Bedding Stain,General Stain (washable),Villa,Europe - EU,,10.1,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-15,2024-04-19,4,151.49,Waived,N/A,Washable Stain - Normal Wear and Tear,0,0
ACH-0381,Scratch Damage,Minor Scratch,Cabin,Australia/NZ,,3.6,7,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,267,Within Window - Days 8-14,0,N/A,0,2024-01-22,2024-01-26,4,617.86,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0382,Deep Cleaning Required,,Condo,Australia/NZ,,7.9,8,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,40,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-24,2023-08-30,6,186.32,Charged,Reimbursement,Group Composition Risk - Children Present,186.32,186.32
ACH-0383,Wall/Ceiling Damage,Minor Scratch,Condo,North America - US,WA,16.9,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,33,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-16,2023-08-18,2,742.38,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0384,Missing Item,,Condo,Europe - EU,,6.2,4,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),238,Within Window - Days 8-14,2.3,Yes,0.276,2023-12-15,2023-12-20,5,1984.09,Waived,N/A,Guest Evidence Verified - Item Already Missing at Checkin,0,0
ACH-0385,Kitchenware Breakage,,Condo,Europe - UK,,5.1,8,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,63,Within Window - Days 3-7,0,N/A,0,2024-09-06,2024-09-14,8,135.48,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,135.48,135.48
ACH-0386,Pet Damage,,Condo,North America - US,CA,10.3,8,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,4,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-29,2024-10-03,4,301.34,Waived,N/A,ESA/Regional Policy Override (NY/CA),0,0
ACH-0387,Carpet/Flooring Damage,,Villa,Asia Pacific,,4.7,3,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,104,Within Window - Days 3-7,0,N/A,0,2024-06-15,2024-06-17,2,895.51,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0388,Appliance Damage,,Villa,Europe - UK,,13.1,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),100,Within Window - Days 3-7,6.5,Yes,0.78,2024-04-24,2024-04-27,3,443.17,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0389,Missing Item,,House,North America - US,NC,97.6,8,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,91,Within Window - Days 3-7,2.3,Yes,0.276,2024-09-19,2024-10-10,21,1675.14,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (27%),1212.8,1212.8
ACH-0390,Kitchenware Breakage,,Villa,North America - US,CA,238.5,7,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,36,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-05,2024-04-09,4,161.24,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0391,Pet Damage,,Condo,Australia/NZ,,18.2,5,No,No,No,Yes,Yes,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),448,Outside 14-Day Window (Rejected),0,N/A,0,2023-10-05,2023-10-15,10,1392.48,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0392,Wall/Ceiling Damage,Minor Scratch,House,Europe - EU,,4.9,3,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,34,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-23,2024-01-29,6,2496.42,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0393,Pet Damage,,House,North America - US,NY,11.5,2,No,Yes,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,94,Within Window - Days 3-7,0,N/A,0,2024-09-20,2024-09-28,8,1181.96,Waived,N/A,ESA/Regional Policy Override (NY/CA),0,0
ACH-0394,Electronics Damage,,House,North America - US,WA,62.6,2,No,Yes,Yes,No,No,Pre-existing condition,No,No photo/video evidence,76,Within Window - Days 3-7,7.7,Yes,0.8,2024-08-09,2024-08-19,10,899.95,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,179.99,179.99
ACH-0395,Furniture Damage,,House,North America - US,AZ,7.6,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,29,Within Window - 48 Hrs or Less,2.9,Yes,0.348,2024-09-26,2024-10-03,7,1096.01,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",441.69,441.69
ACH-0396,Kitchenware Breakage,,Condo,Europe - EU,,39.2,4,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),5,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-01,2024-05-03,2,101.44,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0397,Missing Item,,Condo,Australia/NZ,,18.7,5,Yes,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,38,Within Window - 48 Hrs or Less,7.8,Yes,0.8,2024-01-26,2024-01-31,5,1165.09,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),233.02,233.02
ACH-0398,Electronics Damage,,Apartment,North America - US,CO,497.2,4,Yes,No,Yes,No,No,No damage at checkout,No,No photo/video evidence,122,Within Window - Days 3-7,0.6,Yes,0.072,2024-02-04,2024-02-05,1,2939.13,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0399,Furniture Damage,,House,Europe - EU,,12.5,7,No,Yes,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,13,Within Window - 48 Hrs or Less,4.5,Yes,0.54,2024-06-23,2024-06-24,1,829.41,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0400,Missing Item,,Villa,Europe - EU,,0.0,4,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),8,Within Window - 48 Hrs or Less,5.5,Yes,0.66,2023-10-13,2023-10-30,17,1481.23,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0401,Wall/Ceiling Damage,Hole in Wall,Condo,Asia Pacific,,8.4,4,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,159,Within Window - Days 3-7,0,N/A,0,2024-03-02,2024-03-06,4,1624.2,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,1624.2,1624.2
ACH-0402,Wall/Ceiling Damage,Paint Damage,Villa,North America - Canada,,15.7,6,Yes,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,16,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-27,2023-11-06,10,2385.93,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0403,Electronics Damage,,Villa,North America - US,WA,15.2,2,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,91,Within Window - Days 3-7,6.2,Yes,0.744,2023-11-26,2023-12-04,8,3025.52,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",759.41,759.41
ACH-0404,Wall/Ceiling Damage,Hole in Wall,House,North America - US,WA,70.4,7,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,230,Within Window - Days 8-14,0,N/A,0,2023-11-22,2023-11-24,2,2668.59,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,2668.59,2668.59
ACH-0405,Linen/Bedding Stain,Torn Fabric,Apartment,North America - US,CA,479.3,4,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,8,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-12,2024-01-14,2,152.92,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0406,Appliance Damage,,Cabin,North America - Canada,,377.7,8,No,Yes,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,102,Within Window - Days 3-7,7.6,Yes,0.8,2024-05-08,2024-05-09,1,1831.18,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0407,Scratch Damage,Minor Scratch,Cabin,North America - US,FL,5.6,4,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,178,Within Window - Days 8-14,0,N/A,0,2024-07-11,2024-07-12,1,390.72,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0408,Carpet/Flooring Damage,,Villa,North America - US,NY,9.9,1,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,6,Within Window - 48 Hrs or Less,0,N/A,0,2024-09-25,2024-10-04,9,600.0,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0409,Scratch Damage,Minor Scratch,Villa,North America - US,NC,19.1,1,Yes,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),198,Within Window - Days 8-14,0,N/A,0,2024-08-23,2024-09-02,10,494.27,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0410,Furniture Damage,,Apartment,North America - Canada,,4.4,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,8,Within Window - 48 Hrs or Less,0.3,Yes,0.036,2023-11-19,2023-12-08,19,574.22,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0411,Kitchenware Breakage,,Villa,Europe - UK,,60.2,1,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,62,Within Window - Days 3-7,0,N/A,0,2024-05-28,2024-06-03,6,218.46,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,218.46,218.46
ACH-0412,Furniture Damage,,House,North America - Canada,,6.6,8,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,35,Within Window - 48 Hrs or Less,2.6,Yes,0.312,2023-08-16,2023-08-20,4,585.88,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,403.09,403.09
ACH-0413,Furniture Damage,,Cabin,North America - US,NY,33.1,7,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),227,Within Window - Days 8-14,5.1,Yes,0.612,2024-06-25,2024-06-27,2,1176.27,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0414,Wall/Ceiling Damage,Paint Damage,House,North America - US,CA,61.8,4,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),61,Within Window - Days 3-7,0,N/A,0,2024-04-05,2024-04-14,9,414.08,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0415,Pet Damage,,Villa,Australia/NZ,,3.8,4,No,No,Yes,Yes,Yes,No damage at checkout,No,No photo/video evidence,27,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-08,2024-04-13,5,926.82,Charged,Reimbursement,Party Flagged - Damage Attributed to Event,926.82,926.82
ACH-0416,Linen/Bedding Stain,Torn Fabric,Villa,Asia Pacific,,4.1,8,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,489,Outside 14-Day Window (Rejected),0,N/A,0,2024-05-06,2024-05-26,20,24.59,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0417,Linen/Bedding Stain,General Stain (washable),Condo,Australia/NZ,,93.4,7,No,Yes,Yes,No,No,Pre-existing condition,No,No photo/video evidence,177,Within Window - Days 8-14,0,N/A,0,2023-09-28,2023-10-01,3,55.43,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,55.43,55.43
ACH-0418,Missing Item,,Apartment,North America - US,NY,1.3,1,Yes,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,5.2,Yes,0.624,2023-12-28,2024-01-04,7,1214.2,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (62%),456.54,456.54
ACH-0419,Wall/Ceiling Damage,Paint Damage,Villa,North America - US,NC,10.2,7,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-18,2024-04-20,2,904.34,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0420,Pet Damage,,Apartment,North America - US,CA,2.8,6,No,No,Yes,Yes,Yes,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-07,2023-11-08,1,390.88,Waived,N/A,ESA/Regional Policy Override (NY/CA),0,0
ACH-0421,Art & Valuables Damage,,Apartment,Australia/NZ,,248.4,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,39,Within Window - 48 Hrs or Less,5.6,No,0.0,2024-01-06,2024-01-08,2,1312.37,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0422,Furniture Damage,,Condo,Europe - EU,,375.1,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,313,Within Window - Days 8-14,1.8,Yes,0.216,2023-09-30,2023-10-05,5,707.91,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0423,Wall/Ceiling Damage,Minor Scratch,House,Europe - UK,,13.6,6,No,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,0,N/A,0,2024-08-18,2024-08-26,8,259.08,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0424,Furniture Damage,,Villa,Europe - EU,,14.8,3,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,19,Within Window - 48 Hrs or Less,6.3,Yes,0.756,2023-09-03,2023-09-18,15,708.31,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0425,Kitchenware Breakage,,Cabin,North America - US,IL,3.2,3,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,1,Within Window - 48 Hrs or Less,0,N/A,0,2024-06-08,2024-06-10,2,282.88,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0426,Scratch Damage,Minor Scratch,House,Europe - EU,,2.2,5,Yes,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,5,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-26,2023-08-31,5,589.87,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0427,Linen/Bedding Stain,Torn Fabric,House,North America - US,AZ,14.7,3,No,Yes,No,Yes,No,No damage at checkout,No,No photo/video evidence,108,Within Window - Days 3-7,0,N/A,0,2023-11-29,2023-12-07,8,176.42,Charged,Replacement,"Torn Fabric - Repair Costlier Than Replacement, Replace",176.42,176.42
ACH-0428,Deep Cleaning Required,,House,Australia/NZ,,14.1,3,Yes,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),9,Within Window - 48 Hrs or Less,0,N/A,0,2024-02-11,2024-02-14,3,278.46,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0429,Wall/Ceiling Damage,Hole in Wall,Villa,Asia Pacific,,18.7,1,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,7,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-07,2024-01-28,21,473.93,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,473.93,473.93
ACH-0430,Art & Valuables Damage,,Villa,Europe - EU,,459.2,8,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,195,Within Window - Days 8-14,2.6,No,0.0,2024-02-08,2024-02-10,2,4240.98,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0431,Wall/Ceiling Damage,Hole in Wall,Apartment,North America - US,AZ,8.7,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,22,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-22,2024-03-26,4,2709.72,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,2709.72,2709.72
ACH-0432,Pet Damage,,Villa,North America - US,IL,4.7,5,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,23,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-24,2023-12-29,5,362.98,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0433,Linen/Bedding Stain,Blood Stain (hard to remove),House,North America - US,NY,4.6,5,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),22,Within Window - 48 Hrs or Less,0,N/A,0,2024-04-06,2024-04-07,1,268.61,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0434,Furniture Damage,,House,Australia/NZ,,8.8,3,Yes,No,Yes,No,No,Pre-existing condition,No,No photo/video evidence,129,Within Window - Days 3-7,5.5,Yes,0.66,2024-06-15,2024-06-17,2,1332.82,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,453.16,453.16
ACH-0435,Missing Item,,Apartment,North America - US,CA,462.7,4,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0.9,Yes,0.108,2024-02-03,2024-02-16,13,2350.18,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0436,Appliance Damage,,House,Asia Pacific,,17.2,3,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),3,Within Window - 48 Hrs or Less,2.5,Yes,0.3,2023-08-11,2023-08-12,1,916.06,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0437,Wall/Ceiling Damage,Minor Scratch,Apartment,North America - US,NC,19.7,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,54,Within Window - Days 3-7,0,N/A,0,2024-04-02,2024-04-06,4,2967.52,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0438,Scratch Damage,Major Scratch (Affects Aesthetics),Apartment,North America - US,NC,2.7,8,No,No,Yes,Yes,No,No damage at checkout,No,No photo/video evidence,443,Outside 14-Day Window (Rejected),0,N/A,0,2024-06-12,2024-06-17,5,790.9,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0439,Wall/Ceiling Damage,Paint Damage,Apartment,Europe - EU,,17.7,7,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,106,Within Window - Days 3-7,0,N/A,0,2024-08-05,2024-08-08,3,2539.33,Waived,N/A,Paint Touch-up - Not Covered Unless Severe,0,0
ACH-0440,Scratch Damage,Major Scratch (Affects Aesthetics),Villa,North America - US,CA,4.5,2,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,48,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-10,2024-05-13,3,93.4,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",93.4,93.4
ACH-0441,Kitchenware Breakage,,Apartment,North America - Canada,,3.0,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,116,Within Window - Days 3-7,0,N/A,0,2024-02-21,2024-03-08,16,186.32,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0442,Deep Cleaning Required,,Villa,Europe - EU,,12.6,2,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),55,Within Window - Days 3-7,0,N/A,0,2023-10-14,2023-10-24,10,557.74,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0443,Carpet/Flooring Damage,,House,Europe - EU,,262.4,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,10,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-04,2023-12-13,9,3940.48,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0444,Kitchenware Breakage,,House,North America - US,TX,10.8,3,Yes,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),85,Within Window - Days 3-7,0,N/A,0,2023-08-14,2023-08-16,2,37.85,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0445,Missing Item,,House,Europe - UK,,9.2,3,No,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),7,Within Window - 48 Hrs or Less,3.6,Yes,0.432,2023-09-19,2023-09-23,4,1610.56,Waived,N/A,Guest Evidence Verified - Item Already Missing at Checkin,0,0
ACH-0446,Pet Damage,,Condo,Europe - EU,,19.2,1,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,233,Within Window - Days 8-14,0,N/A,0,2024-07-07,2024-07-09,2,539.91,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0447,Scratch Damage,Minor Scratch,Apartment,North America - Canada,,87.9,4,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,3,Within Window - 48 Hrs or Less,0,N/A,0,2024-01-05,2024-01-06,1,526.32,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0448,Scratch Damage,Minor Scratch,House,Australia/NZ,,9.4,6,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,112,Within Window - Days 3-7,0,N/A,0,2024-06-14,2024-06-16,2,380.95,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
